Store,Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment
10,2011-04-02,1968045.91,44.88,3.348,127.7195806,8.744
10,2011-04-03,1958003.19,56.96,3.674,128.26475,8.744
10,2011-04-11,1904438.59,68.57,3.828,129.8051935,7.874
10,2011-04-15,1781767.22,61.05,4.089,128.9107333,8.494
10,2011-04-22,2004831.14,75.93,3.917,128.9553,8.494
10,2011-04-29,1873646.34,73.38,4.151,128.9998667,8.494
10,2011-05-08,1886299.98,89.8,3.803,129.1846452,8.257
10,2011-05-13,1712995.44,74.04,4.202,129.089,8.494
10,2011-05-20,1720908.01,72.62,3.99,129.0756774,8.494
10,2011-05-27,1743000.38,78.62,3.933,129.0623548,8.494
10,2011-06-05,1841369.99,73.56,4.193,129.0444333,8.494
10,2011-06-17,1817934.76,87.96,3.935,129.0432,8.494
10,2011-06-24,1711813.13,90.69,3.807,129.0663,8.494
10,2011-07-01,1714309.9,43.43,3.287,127.1917742,8.744
10,2011-07-10,1788227.6,75.01,3.827,129.6938,7.874
10,2011-07-15,1775068.4,86.01,3.779,129.1338387,8.257
10,2011-07-22,1774342.61,88.59,3.697,129.1507742,8.257
10,2011-07-29,1745841.33,86.75,3.694,129.1677097,8.257
10,2011-08-04,1870720.73,73.03,3.818,128.8238065,8.494
10,2011-08-07,1699708.38,88.57,3.793,129.1125,8.257
10,2011-08-19,1954849.68,87.4,3.743,129.2405806,8.257
10,2011-08-26,1728399.07,91.59,3.663,129.2832581,8.257
10,2011-09-09,1670579.82,89.06,3.771,129.3686129,8.257
10,2011-09-12,2429310.9,42.58,3.644,129.8555333,7.874
10,2011-09-16,1650894.3,77.49,3.784,129.4306,8.257
10,2011-09-23,1685910.53,82.51,3.789,129.5183333,8.257
10,2011-09-30,1627707.31,82.27,3.877,129.6060667,8.257
10,2011-10-06,1740063.1,84.57,3.981,129.0357097,8.494
10,2011-10-14,1704753.02,70.27,3.698,129.7706452,7.874
10,2011-10-21,1745928.56,77.91,3.842,129.7821613,7.874
10,2011-10-28,1771792.97,72.79,3.843,129.7936774,7.874
10,2011-11-02,2115408.31,51.51,3.381,127.859129,8.744
10,2011-11-03,1933469.15,64.22,3.63,128.3995,8.744
10,2011-11-11,2076570.84,55.28,3.677,129.8167097,7.874
10,2011-11-18,1869087.85,58.97,3.669,129.8268333,7.874
10,2011-11-25,2950198.64,60.68,3.76,129.8364,7.874
10,2011-12-08,1917397.63,85.61,3.794,129.2015806,8.257
10,2011-12-16,2555031.18,50.53,3.489,129.8980645,7.874
10,2011-12-23,3487986.89,48.36,3.541,129.9845484,7.874
10,2011-12-30,1930690.37,48.92,3.428,130.0710323,7.874
10,2012-01-06,1767471.48,80.06,4.277,130.9592258,7.382
10,2012-01-13,1711562.73,51.0,3.477,130.244,7.545
10,2012-01-20,1675562.94,54.51,3.66,130.2792258,7.545
10,2012-01-27,1632406.0,53.59,3.675,130.3144516,7.545
10,2012-02-03,1990371.02,57.62,3.882,130.6457931,7.545
10,2012-02-17,2168709.76,54.12,3.781,130.4546207,7.545
10,2012-02-24,2039415.74,56.02,3.95,130.5502069,7.545
10,2012-03-02,1867403.01,56.85,3.543,130.3496774,7.545
10,2012-03-08,1939440.09,84.76,3.595,130.737871,7.17
10,2012-03-16,1930814.66,62.11,4.273,130.8261935,7.545
10,2012-03-23,1837457.69,56.54,4.288,130.8966452,7.545
10,2012-03-30,1815760.42,67.92,4.294,130.9670968,7.545
10,2012-04-05,1821364.42,77.02,4.058,131.136,7.382
10,2012-04-13,1974687.51,70.28,4.254,131.108,7.382
10,2012-04-20,1777166.53,67.75,4.111,131.1173333,7.382
10,2012-04-27,1712987.56,80.11,4.088,131.1266667,7.382
10,2012-05-10,1758971.38,80.88,4.132,131.0756667,6.943
10,2012-05-18,1795152.73,85.19,4.308,131.0983226,7.382
10,2012-05-25,1830939.1,86.03,4.127,131.0287742,7.382
10,2012-06-01,1683401.78,59.85,3.443,130.1575161,7.545
10,2012-06-04,2163384.17,65.99,4.282,131.0375484,7.382
10,2012-06-07,1805999.79,86.87,3.666,130.7196333,7.17
10,2012-06-15,1811562.88,88.58,4.144,130.8295333,7.382
10,2012-06-22,1755334.18,89.92,4.014,130.7929,7.382
10,2012-06-29,1707481.9,91.36,3.875,130.7562667,7.382
10,2012-07-09,1708283.28,83.07,4.124,130.9325484,7.17
10,2012-07-13,1765571.91,89.8,3.723,130.683,7.17
10,2012-07-20,1869967.03,84.45,3.589,130.7012903,7.17
10,2012-07-27,1817603.66,83.98,3.769,130.7195806,7.17
10,2012-08-06,1840491.41,86.87,4.103,130.8896774,7.382
10,2012-08-17,1827797.4,88.83,4.002,130.7909677,7.17
10,2012-08-24,1764984.15,82.5,4.055,130.8381613,7.17
10,2012-08-31,1650285.54,86.97,3.886,130.8853548,7.17
10,2012-09-03,1917483.1,57.65,3.963,130.7413793,7.545
10,2012-09-14,1640168.99,78.47,3.966,130.9776667,7.17
10,2012-09-21,1671857.57,81.93,4.125,131.0103333,7.17
10,2012-09-28,1694862.41,82.52,3.966,131.043,7.17
10,2012-10-02,2218595.8,55.73,3.722,130.3849032,7.545
10,2012-10-08,1880436.94,90.78,3.811,130.7561613,7.17
11,2010-01-10,1182490.46,75.11,2.603,214.9846548,7.564
11,2010-02-04,1446210.26,66.16,2.719,214.1180803,7.343
11,2010-02-07,1302600.14,83.09,2.669,214.5463222,7.346
11,2010-02-19,1503298.7,48.3,2.514,214.6198868,7.368
11,2010-02-26,1336404.65,52.79,2.561,214.6475127,7.368
11,2010-03-09,1303914.27,84.94,2.577,214.8481685,7.346
11,2010-03-12,1380522.64,55.9,2.708,214.9153531,7.564
11,2010-03-19,1364207.0,61.51,2.72,214.5301219,7.368
11,2010-03-26,1245624.27,58.09,2.732,214.3241011,7.368
11,2010-04-06,1396322.19,79.66,2.705,214.4958382,7.343
11,2010-04-16,1323243.35,67.81,2.808,213.7726889,7.343
11,2010-04-23,1283766.55,68.37,2.795,213.7221852,7.343
11,2010-04-30,1239766.89,71.13,2.78,213.6716815,7.343
11,2010-05-02,1528008.64,46.04,2.572,214.4248812,7.368
11,2010-05-03,1426622.65,53.96,2.625,214.6751386,7.368
11,2010-05-11,1332759.13,64.41,2.689,215.2765472,7.564
11,2010-05-14,1266796.13,77.64,2.854,213.6196139,7.343
11,2010-05-21,1271646.62,76.97,2.826,213.9116886,7.343
11,2010-05-28,1264272.52,79.69,2.759,214.2037634,7.343
11,2010-06-08,1369634.92,86.54,2.627,214.8341952,7.346
11,2010-06-18,1336522.92,84.13,2.637,214.7858259,7.343
11,2010-06-25,1262025.08,84.5,2.653,214.6660741,7.343
11,2010-07-05,1312329.78,75.57,2.835,213.6211778,7.343
11,2010-07-16,1290609.54,84.9,2.623,214.4176476,7.346
11,2010-07-23,1244390.03,84.57,2.608,214.5564968,7.346
11,2010-07-30,1250178.89,83.26,2.64,214.695346,7.346
11,2010-08-10,1293472.8,68.71,2.633,215.060858,7.564
11,2010-08-13,1384339.1,87.73,2.692,214.9730444,7.346
11,2010-08-20,1430192.37,88.93,2.664,214.9314191,7.346
11,2010-08-27,1311263.07,87.7,2.619,214.8897938,7.346
11,2010-09-04,1470308.32,69.57,2.77,213.9120595,7.343
11,2010-09-07,1280156.47,83.01,2.642,214.4265704,7.346
11,2010-09-17,1215676.31,83.04,2.582,214.8322484,7.346
11,2010-09-24,1170103.25,77.36,2.624,214.9084516,7.346
11,2010-10-09,1231428.46,81.93,2.565,214.8065431,7.346
11,2010-10-12,1564516.43,53.33,2.843,214.7693037,7.564
11,2010-10-15,1175003.67,71.46,2.72,215.1293114,7.564
11,2010-10-22,1169831.38,72.6,2.725,215.17839,7.564
11,2010-10-29,1195036.0,74.21,2.716,215.2274686,7.564
11,2010-11-06,1339570.85,82.81,2.668,214.787913,7.343
11,2010-11-19,1292346.57,58.63,2.771,215.2074519,7.564
11,2010-11-26,1757242.51,69.9,2.735,215.0614025,7.564
11,2010-12-02,1574684.08,48.01,2.548,214.5747916,7.368
11,2010-12-03,1331883.16,64.1,2.667,214.7027646,7.368
11,2010-12-11,1281675.6,63.74,2.728,215.3256258,7.564
11,2010-12-17,1843971.15,54.63,2.869,214.704919,7.564
11,2010-12-24,2306265.36,59.33,2.886,214.7017828,7.564
11,2010-12-31,1172003.1,55.03,2.943,214.6986466,7.564
11,2011-01-04,1258674.12,69.1,3.524,218.2114184,7.574
11,2011-01-07,1297472.06,86.43,3.524,218.5467052,7.567
11,2011-01-14,1194449.78,45.34,2.983,214.7470729,7.551
11,2011-01-21,1187776.19,51.51,3.016,215.1268275,7.551
11,2011-01-28,1100418.69,51.04,3.01,215.5065821,7.551
11,2011-02-09,1297792.41,91.44,3.533,219.1501106,7.567
11,2011-02-12,1399322.44,56.89,3.172,222.1589519,7.197
11,2011-02-18,1554747.15,61.5,3.045,216.5843571,7.551
11,2011-02-25,1323999.36,68.74,3.065,216.8780275,7.551
11,2011-03-06,1343637.0,86.14,3.699,218.6449369,7.574
11,2011-03-18,1391813.69,70.17,3.488,217.7235226,7.551
11,2011-03-25,1229777.24,73.74,3.473,217.9674705,7.551
11,2011-04-02,1422546.05,47.17,2.989,215.8863367,7.551
11,2011-04-03,1399456.99,66.5,3.288,217.1716979,7.551
11,2011-04-11,1458287.38,61.13,3.332,221.245968,7.197
11,2011-04-15,1312905.8,76.64,3.743,218.6788642,7.574
11,2011-04-22,1388118.53,78.31,3.807,218.851237,7.574
11,2011-04-29,1357589.89,79.97,3.81,219.0236099,7.574
11,2011-05-08,1403198.94,90.04,3.684,218.9023209,7.567
11,2011-05-13,1277959.42,80.93,3.899,219.3683556,7.574
11,2011-05-20,1239466.97,76.97,3.907,219.127216,7.574
11,2011-05-27,1216876.52,85.61,3.786,218.8860765,7.574
11,2011-06-05,1331453.41,71.39,3.906,219.1959827,7.574
11,2011-06-17,1337506.74,87.9,3.637,218.3551748,7.574
11,2011-06-24,1254587.84,86.13,3.594,218.45094,7.574
11,2011-07-01,1178905.44,54.43,2.976,214.6955104,7.551
11,2011-07-10,1346271.06,76.97,3.285,220.4299007,7.197
11,2011-07-15,1266546.73,88.3,3.575,218.7275216,7.567
11,2011-07-22,1290576.44,87.8,3.651,218.7857881,7.567
11,2011-07-29,1212938.67,89.46,3.682,218.8440545,7.567
11,2011-08-04,1327401.06,73.57,3.622,218.4553663,7.574
11,2011-08-07,1334627.96,87.17,3.48,218.6424704,7.567
11,2011-08-19,1484169.74,89.51,3.554,219.023271,7.567
11,2011-08-26,1304706.75,89.09,3.523,219.0866908,7.567
11,2011-09-09,1249439.95,84.91,3.546,219.2135305,7.567
11,2011-09-12,1646655.94,50.63,3.158,222.4167852,7.197
11,2011-09-16,1270816.01,85.11,3.526,219.3972867,7.567
11,2011-09-23,1235775.15,82.14,3.467,219.7414914,7.567
11,2011-09-30,1190515.83,84.4,3.355,220.085696,7.567
11,2011-10-06,1314626.75,85.79,3.648,218.4037974,7.574
11,2011-10-14,1286388.96,75.56,3.274,220.7486167,7.197
11,2011-10-21,1325107.53,70.91,3.353,220.9144005,7.197
11,2011-10-28,1310684.1,72.66,3.372,221.0801842,7.197
11,2011-11-02,1419236.9,44.61,3.022,216.2660913,7.551
11,2011-11-03,1314557.31,63.29,3.459,217.4653683,7.551
11,2011-11-11,1366053.69,64.2,3.297,221.4117517,7.197
11,2011-11-18,1315091.63,66.17,3.308,221.6432852,7.197
11,2011-11-25,1848953.48,70.03,3.236,221.9011185,7.197
11,2011-12-08,1354188.43,90.3,3.638,218.9605873,7.567
11,2011-12-16,1783910.06,59.69,3.159,222.6426418,7.197
11,2011-12-23,2213518.5,54.29,3.112,222.8258628,7.197
11,2011-12-30,1352084.21,48.86,3.129,223.0090839,7.197
11,2012-01-06,1361595.33,81.67,3.501,225.2518313,6.664
11,2012-01-13,1264736.59,53.1,3.261,223.3755259,6.833
11,2012-01-20,1207303.29,56.43,3.268,223.4700552,6.833
11,2012-01-27,1162675.85,58.36,3.29,223.5645845,6.833
11,2012-02-03,1438383.44,62.61,3.63,224.3470245,6.833
11,2012-02-17,1569607.94,52.77,3.51,223.9170153,6.833
11,2012-02-24,1379473.03,61.11,3.555,224.1320199,6.833
11,2012-03-02,1376732.18,60.24,3.36,223.6591137,6.833
11,2012-03-08,1399341.07,86.94,3.417,225.4636332,6.334
11,2012-03-16,1441884.28,64.21,3.734,224.7166953,6.833
11,2012-03-23,1300593.61,67.16,3.787,224.7909104,6.833
11,2012-03-30,1300104.03,70.23,3.845,224.8651254,6.833
11,2012-04-05,1370251.22,79.07,3.749,225.1797511,6.664
11,2012-04-13,1472752.01,72.74,3.891,225.0135556,6.664
11,2012-04-20,1315356.99,71.97,3.877,225.0689541,6.664
11,2012-04-27,1236238.29,73.4,3.814,225.1243526,6.664
11,2012-05-10,1422794.26,73.37,3.617,226.7210356,6.034
11,2012-05-18,1352442.31,72.53,3.63,225.2512024,6.664
11,2012-05-25,1297335.87,78.44,3.561,225.2515168,6.664
11,2012-06-01,1283885.55,54.44,3.157,223.1923049,6.833
11,2012-06-04,1596325.01,74.19,3.891,224.9393405,6.664
11,2012-06-07,1461129.94,83.44,3.227,225.3916254,6.334
11,2012-06-15,1417875.42,84.97,3.393,225.2644795,6.664
11,2012-06-22,1355680.3,83.26,3.346,225.3068615,6.664
11,2012-06-29,1297028.6,87.86,3.286,225.3492435,6.664
11,2012-07-09,1304584.4,85.17,3.73,225.9660263,6.334
11,2012-07-13,1320239.51,82.46,3.256,225.4340074,6.334
11,2012-07-20,1344483.81,82.41,3.311,225.4438827,6.334
11,2012-07-27,1272395.02,85.43,3.407,225.4537579,6.334
11,2012-08-06,1414343.53,82.1,3.452,225.2521458,6.664
11,2012-08-17,1421307.2,87.73,3.571,225.5558664,6.334
11,2012-08-24,1409515.73,83.17,3.62,225.6925864,6.334
11,2012-08-31,1372872.35,86.49,3.638,225.8293063,6.334
11,2012-09-03,1413382.76,61.44,3.669,224.5620291,6.833
11,2012-09-14,1267675.05,79.61,3.717,226.1122067,6.334
11,2012-09-21,1326132.98,73.64,3.721,226.3151496,6.334
11,2012-09-28,1227430.73,77.67,3.666,226.5180926,6.334
11,2012-10-02,1574287.76,52.23,3.409,223.753643,6.833
11,2012-10-08,1388973.65,86.21,3.494,225.4735085,6.334
12,2010-01-10,850936.26,85.2,3.001,126.2346,14.313
12,2010-02-04,1011822.3,59.84,3.086,126.6034839,14.099
12,2010-02-07,951957.31,91.98,3.105,126.1392,14.18
12,2010-02-19,1095421.65,54.83,2.915,126.5262857,13.975
12,2010-02-26,1048617.17,50.23,2.825,126.5522857,13.975
12,2010-03-09,1075758.55,83.12,3.087,126.1019355,14.18
12,2010-03-12,1069533.17,43.33,3.041,126.7313333,14.313
12,2010-03-19,972088.34,59.57,3.054,126.6066452,13.975
12,2010-03-26,981615.81,60.06,3.083,126.6050645,13.975
12,2010-04-06,1049357.36,81.39,2.941,126.1360645,14.099
12,2010-04-16,957997.52,64.95,3.109,126.5621,14.099
12,2010-04-23,993833.44,64.55,3.05,126.4713333,14.099
12,2010-04-30,954220.22,67.38,3.105,126.3805667,14.099
12,2010-05-02,1100046.37,49.47,2.962,126.4420645,13.975
12,2010-05-03,1077018.27,53.77,2.987,126.5782857,13.975
12,2010-05-11,929690.71,65.49,3.129,126.4912903,14.313
12,2010-05-14,966054.97,68.44,3.145,126.2085484,14.099
12,2010-05-21,958374.56,76.2,3.12,126.1843871,14.099
12,2010-05-28,955451.16,67.84,3.058,126.1602258,14.099
12,2010-06-08,967576.95,92.95,3.123,126.0854516,14.18
12,2010-06-18,956211.2,81.06,3.043,126.114,14.099
12,2010-06-25,958007.69,87.27,3.084,126.1266,14.099
12,2010-07-05,1043240.27,70.15,3.127,126.2898,14.099
12,2010-07-16,916402.76,97.18,3.094,126.1498065,14.18
12,2010-07-23,912403.67,99.22,3.112,126.1283548,14.18
12,2010-07-30,913548.25,96.31,3.017,126.1069032,14.18
12,2010-08-10,918335.68,71.82,3.013,126.2791667,14.313
12,2010-08-13,928264.4,87.01,3.159,126.064,14.18
12,2010-08-20,948447.34,92.81,3.041,126.0766452,14.18
12,2010-08-27,1004516.46,93.19,3.129,126.0892903,14.18
12,2010-09-04,1041238.87,59.25,3.09,126.6019032,14.099
12,2010-09-07,943506.28,90.37,3.1,126.1518,14.18
12,2010-09-17,852882.61,82.45,3.028,126.1454667,14.18
12,2010-09-24,851919.34,81.77,2.939,126.1900333,14.18
12,2010-10-09,903119.03,83.63,3.044,126.1145806,14.18
12,2010-10-12,1121934.15,50.01,3.203,126.7934,14.313
12,2010-10-15,862419.84,75.0,2.976,126.3266774,14.313
12,2010-10-22,857883.46,68.85,3.014,126.3815484,14.313
12,2010-10-29,955294.7,61.09,3.016,126.4364194,14.313
12,2010-11-06,1016039.71,90.84,2.949,126.1119032,14.099
12,2010-11-19,894493.7,58.18,3.161,126.6072,14.313
12,2010-11-26,1601377.41,47.66,3.162,126.6692667,14.313
12,2010-12-02,1117863.33,47.87,2.946,126.4962581,13.975
12,2010-12-03,985594.23,50.11,2.925,126.6042857,13.975
12,2010-12-11,942475.24,57.79,3.13,126.5461613,14.313
12,2010-12-17,1295605.35,52.77,3.236,126.8794839,14.313
12,2010-12-24,1768249.89,52.02,3.236,126.9835806,14.313
12,2010-12-31,891736.91,45.64,3.148,127.0876774,14.313
12,2011-01-04,1005463.49,63.63,3.772,128.7199355,13.736
12,2011-01-07,961993.34,89.85,3.842,129.0894,13.503
12,2011-01-14,812011.8,43.15,3.312,127.3009355,14.021
12,2011-01-21,802105.5,53.53,3.223,127.4404839,14.021
12,2011-01-28,873119.06,50.74,3.342,127.5800323,14.021
12,2011-02-09,1052051.45,93.66,3.798,129.3259355,13.503
12,2011-02-12,1071383.1,52.5,3.701,129.8459667,12.89
12,2011-02-18,1128485.1,53.35,3.43,127.99525,14.021
12,2011-02-25,1046203.72,48.45,3.53,128.13,14.021
12,2011-03-06,970328.68,71.81,4.031,129.0490323,13.736
12,2011-03-18,1009502.01,64.21,3.692,128.5121935,14.021
12,2011-03-25,954107.32,54.4,3.909,128.6160645,14.021
12,2011-04-02,1046068.17,45.14,3.348,127.7195806,14.021
12,2011-04-03,1085248.21,51.72,3.674,128.26475,14.021
12,2011-04-11,1051944.79,59.77,3.828,129.8051935,12.89
12,2011-04-15,990951.77,57.63,3.868,128.9107333,13.736
12,2011-04-22,1016019.47,72.12,4.134,128.9553,13.736
12,2011-04-29,994966.1,68.27,4.151,128.9998667,13.736
12,2011-05-08,988712.52,90.61,3.803,129.1846452,13.503
12,2011-05-13,977033.5,70.93,4.202,129.089,13.736
12,2011-05-20,924134.99,66.59,4.169,129.0756774,13.736
12,2011-05-27,964332.51,76.67,4.087,129.0623548,13.736
12,2011-06-05,1021154.48,68.4,4.193,129.0444333,13.736
12,2011-06-17,986504.93,86.84,3.935,129.0432,13.736
12,2011-06-24,997282.75,88.95,3.898,129.0663,13.736
12,2011-07-01,910110.24,37.64,3.287,127.1917742,14.021
12,2011-07-10,951244.66,70.44,3.827,129.6938,12.89
12,2011-07-15,936001.98,88.1,3.692,129.1338387,13.503
12,2011-07-22,922231.92,91.17,3.794,129.1507742,13.503
12,2011-07-29,890547.07,93.29,3.805,129.1677097,13.503
12,2011-08-04,998362.05,64.47,4.003,128.8238065,13.736
12,2011-08-07,943717.38,89.9,3.705,129.1125,13.503
12,2011-08-19,966817.24,91.74,3.743,129.2405806,13.503
12,2011-08-26,1017593.47,94.61,3.74,129.2832581,13.503
12,2011-09-09,922850.57,88.0,3.913,129.3686129,13.503
12,2011-09-12,1189646.45,42.17,3.644,129.8555333,12.89
12,2011-09-16,889290.23,76.36,3.918,129.4306,13.503
12,2011-09-23,871692.74,82.95,3.789,129.5183333,13.503
12,2011-09-30,866401.45,83.26,3.877,129.6060667,13.503
12,2011-10-06,996937.95,78.72,3.981,129.0357097,13.736
12,2011-10-14,927600.01,67.31,3.805,129.7706452,12.89
12,2011-10-21,938604.58,73.05,3.842,129.7821613,12.89
12,2011-10-28,990926.38,67.41,3.727,129.7936774,12.89
12,2011-11-02,1086421.57,51.3,3.381,127.859129,14.021
12,2011-11-03,997672.62,57.75,3.818,128.3995,14.021
12,2011-11-11,1095091.53,48.76,3.824,129.8167097,12.89
12,2011-11-18,970641.34,54.2,3.813,129.8268333,12.89
12,2011-11-25,1591920.42,53.25,3.622,129.8364,12.89
12,2011-12-08,955913.68,91.04,3.701,129.2015806,13.503
12,2011-12-16,1293404.18,43.29,3.6,129.8980645,12.89
12,2011-12-23,1617612.03,45.4,3.541,129.9845484,12.89
12,2011-12-30,1111638.07,44.64,3.428,130.0710323,12.89
12,2012-01-06,981345.2,78.11,4.277,130.9592258,11.627
12,2012-01-13,865467.86,48.07,3.657,130.244,12.187
12,2012-01-20,855922.64,46.2,3.66,130.2792258,12.187
12,2012-01-27,888203.69,50.43,3.675,130.3144516,12.187
12,2012-02-03,1147636.96,52.27,4.178,130.6457931,12.187
12,2012-02-17,1240048.85,51.8,3.781,130.4546207,12.187
12,2012-02-24,1112034.72,53.13,3.95,130.5502069,12.187
12,2012-03-02,1058767.95,50.58,3.702,130.3496774,12.187
12,2012-03-08,958667.23,88.16,3.76,130.737871,10.926
12,2012-03-16,1088498.52,64.44,4.273,130.8261935,12.187
12,2012-03-23,1045419.87,56.26,4.038,130.8966452,12.187
12,2012-03-30,1025382.22,64.36,4.294,130.9670968,12.187
12,2012-04-05,1073433.69,76.03,4.171,131.136,11.627
12,2012-04-13,1083811.19,64.28,4.254,131.108,11.627
12,2012-04-20,1006486.96,66.73,4.222,131.1173333,11.627
12,2012-04-27,1004252.38,77.99,4.193,131.1266667,11.627
12,2012-05-10,979825.92,81.61,3.966,131.0756667,10.199
12,2012-05-18,1020486.05,84.51,4.11,131.0983226,11.627
12,2012-05-25,991514.21,83.84,4.293,131.0287742,11.627
12,2012-06-01,945823.65,50.43,3.599,130.1575161,12.187
12,2012-06-04,1128765.71,64.05,4.121,131.0375484,11.627
12,2012-06-07,1014898.78,89.13,3.765,130.7196333,10.926
12,2012-06-15,1019555.51,85.94,4.144,130.8295333,11.627
12,2012-06-22,981386.25,91.61,4.014,130.7929,11.627
12,2012-06-29,943124.74,90.47,3.875,130.7562667,11.627
12,2012-07-09,955146.04,88.52,4.124,130.9325484,10.926
12,2012-07-13,960312.75,95.61,3.723,130.683,10.926
12,2012-07-20,941550.34,85.53,3.726,130.7012903,10.926
12,2012-07-27,916967.92,93.47,3.769,130.7195806,10.926
12,2012-08-06,1086231.47,84.83,4.103,130.8896774,11.627
12,2012-08-17,1005003.12,94.87,4.002,130.7909677,10.926
12,2012-08-24,1048101.39,85.32,4.055,130.8381613,10.926
12,2012-08-31,1061943.49,89.78,4.093,130.8853548,10.926
12,2012-09-03,1113208.57,54.54,4.25,130.7413793,12.187
12,2012-09-14,885892.37,83.64,4.133,130.9776667,10.926
12,2012-09-21,922735.37,82.97,4.125,131.0103333,10.926
12,2012-09-28,880415.67,81.22,3.966,131.043,10.926
12,2012-10-02,1199330.85,52.27,3.722,130.3849032,12.187
12,2012-10-08,984689.9,95.91,3.811,130.7561613,10.926
13,2010-01-10,1765584.48,68.74,2.853,126.2346,7.795
13,2010-02-04,2142482.14,42.15,2.842,126.6034839,8.107
13,2010-02-07,2018314.71,78.82,2.814,126.1392,7.951
13,2010-02-19,1970274.64,35.7,2.654,126.5262857,8.316
13,2010-02-26,1817850.32,29.98,2.667,126.5522857,8.316
13,2010-03-09,1911852.58,65.71,2.868,126.1019355,7.951
13,2010-03-12,2083379.89,25.8,2.812,126.7313333,7.795
13,2010-03-19,1879794.89,42.49,2.782,126.6066452,8.316
13,2010-03-26,1882095.98,41.48,2.819,126.6050645,8.316
13,2010-04-06,2022705.22,59.85,2.871,126.1360645,8.107
13,2010-04-16,1819660.44,50.39,2.915,126.5621,8.107
13,2010-04-23,1909330.77,55.66,2.936,126.4713333,8.107
13,2010-04-30,1785823.37,48.33,2.941,126.3805667,8.107
13,2010-05-02,1967220.53,31.53,2.666,126.4420645,8.316
13,2010-05-03,1939980.43,40.65,2.681,126.5782857,8.316
13,2010-05-11,1854967.66,49.96,2.831,126.4912903,7.795
13,2010-05-14,1890273.44,50.15,2.962,126.2085484,8.107
13,2010-05-21,1853657.6,57.71,2.95,126.1843871,8.107
13,2010-05-28,1877358.86,53.11,2.908,126.1602258,8.107
13,2010-06-08,1969121.45,81.24,2.802,126.0854516,7.951
13,2010-06-18,2003435.31,58.41,2.819,126.114,8.107
13,2010-06-25,1970340.25,71.83,2.82,126.1266,8.107
13,2010-07-05,2005478.46,44.42,2.948,126.2898,8.107
13,2010-07-16,1932231.05,77.79,2.791,126.1498065,7.951
13,2010-07-23,1907351.2,82.27,2.797,126.1283548,7.951
13,2010-07-30,1817887.23,78.94,2.797,126.1069032,7.951
13,2010-08-10,1871924.07,63.03,2.841,126.2791667,7.795
13,2010-08-13,1877592.55,74.93,2.837,126.064,7.951
13,2010-08-20,1997397.63,76.34,2.85,126.0766452,7.951
13,2010-08-27,1908278.27,75.31,2.854,126.0892903,7.951
13,2010-09-04,1898321.33,38.97,2.877,126.6019032,8.107
13,2010-09-07,1870843.9,71.33,2.802,126.1518,7.951
13,2010-09-17,1790279.74,66.84,2.875,126.1454667,7.951
13,2010-09-24,1705655.09,68.22,2.872,126.1900333,7.951
13,2010-10-09,1772143.94,65.74,2.87,126.1145806,7.951
13,2010-10-12,2461468.35,36.78,2.817,126.7934,7.795
13,2010-10-15,1851431.06,54.12,2.845,126.3266774,7.795
13,2010-10-22,1796949.59,56.89,2.849,126.3815484,7.795
13,2010-10-29,1887895.07,45.12,2.841,126.4364194,7.795
13,2010-11-06,2037880.96,65.24,2.841,126.1119032,8.107
13,2010-11-19,1925393.91,42.0,2.842,126.6072,7.795
13,2010-11-26,2766400.05,28.22,2.83,126.6692667,7.795
13,2010-12-02,2030933.46,33.16,2.671,126.4962581,8.316
13,2010-12-03,1840686.94,37.62,2.733,126.6042857,8.316
13,2010-12-11,1939964.63,42.55,2.831,126.5461613,7.795
13,2010-12-17,2771646.81,35.21,2.842,126.8794839,7.795
13,2010-12-24,3595903.2,34.9,2.846,126.9835806,7.795
13,2010-12-31,1675292.0,26.79,2.868,127.0876774,7.795
13,2011-01-04,1864238.64,42.49,3.487,128.7199355,7.193
13,2011-01-07,2048035.74,74.29,3.613,129.0894,6.877
13,2011-01-14,1682316.31,20.6,2.903,127.3009355,7.47
13,2011-01-21,1770177.37,34.8,2.934,127.4404839,7.47
13,2011-01-28,1633663.12,31.64,2.96,127.5800323,7.47
13,2011-02-09,1953628.82,77.0,3.58,129.3259355,6.877
13,2011-02-12,2051315.66,33.94,3.389,129.8459667,6.392
13,2011-02-18,2003480.59,40.85,3.062,127.99525,7.47
13,2011-02-25,1831933.95,33.17,3.12,128.13,7.47
13,2011-03-06,1935593.87,52.76,3.752,129.0490323,7.193
13,2011-03-18,1852443.78,44.69,3.407,128.5121935,7.47
13,2011-03-25,1807545.43,42.38,3.435,128.6160645,7.47
13,2011-04-02,1848186.58,23.35,2.974,127.7195806,7.47
13,2011-04-03,1894960.68,34.23,3.23,128.26475,7.47
13,2011-04-11,2036317.54,43.51,3.538,129.8051935,6.392
13,2011-04-15,1950994.04,41.72,3.616,128.9107333,7.193
13,2011-04-22,2124316.34,47.55,3.655,128.9553,7.193
13,2011-04-29,1895583.12,43.85,3.683,128.9998667,7.193
13,2011-05-08,2076231.8,75.56,3.595,129.1846452,6.877
13,2011-05-13,1958823.56,52.4,3.77,129.089,7.193
13,2011-05-20,1860923.55,52.12,3.802,129.0756774,7.193
13,2011-05-27,1866369.93,54.62,3.778,129.0623548,7.193
13,2011-06-05,1986380.4,47.75,3.744,129.0444333,7.193
