,category,clicks,likes,buys,4xx_errors,5xx_errors,complaints_count,average_dwelltime,source_attractiveness,date_of_registration
1087,ecom,8858462.0,0.0,0,237309,0,815,20.274763052274597,0.06607192215169425,2024-05-20 01:38:36.977563688
8575,news,142532.0,6230.0,0,13184,16665,4087,1.4959704144841908,-0.024527231390628977,2024-01-18 09:53:00.627142072
6959,ecom,2948575.0,762955.0,357591,37224,0,563,10.41084823033075,0.18999175663375142,2024-03-23 21:14:25.750925986
2088,ecom,5359055.0,427499.0,0,153485,0,999,20.11021256847374,0.15438385124810777,2024-02-02 23:42:24.917355896
8,ecom,17568621.0,0.0,8312691,1513416,373237,89844,4.3477251460897985,0.3172404936849869,2023-04-04 12:29:18.217560008
5339,information_source,1906565.0,115890.0,0,179682,0,849,2.7383205822425034,0.09018282040947297,2023-12-15 20:35:19.771053180
9525,information_source,705714.0,98832.0,0,0,0,1784,4.469255829228183,0.2363295217754693,2022-02-02 19:40:41.094165296
618,information_source,2984431.0,718049.0,0,143589,103477,21167,1.8052997774310764,0.24626519663167434,2020-04-11 09:10:57.483402032
3944,information_source,1083106.0,0.0,0,14762,0,-,1.7716530016280942,0.15766005484513226,2022-07-30 08:52:01.283999384
8975,ecom,106643.0,15873.0,24109,4958,0,0,0.6575239466447658,0.32775327747285715,2023-04-01 16:56:31.173575424
219,information_source,585597.0,0.0,0,55112,8192,-,6.915039673670423,0.16789310210713101,2022-01-07 18:52:48.877416960
8788,information_source,392115.0,17288.0,0,5936,0,159,3.319577244628826,-0.07388554709861017,2024-08-22 19:02:11.621793898
598,ecom,820000.0,0.0,820000,37034,10110,1067,4.719446751455635,0.7487520782044185,2024-01-30 19:01:12.606000936
7335,social,356383.0,0.0,0,0,3444,960,11.48126838096934,-0.022465626080465134,2024-05-13 05:39:24.423837438
1416,social,81903.0,0.0,0,1815,1595,909,45.460238764160316,0.020661976333100074,2023-12-19 12:47:49.976682276
7864,news,151.0,,0,5,2,0,0.599066006557019,-0.02912022591565264,2024-07-02 11:55:07.299772466
7134,information_source,865837.0,113101.0,0,1668,34763,7981,1.4207492942668707,0.15079141103476645,2022-03-15 09:22:53.799454112
6422,information_source,1072606.0,192374.0,0,0,0,0,0.2650436228658441,0.03195275053625843,2024-02-09 02:16:49.286567420
1631,news,120926.0,4153.0,0,2890,0,,3.351802711750267,-0.06446219389787382,2024-08-06 16:31:34.330986185
3280,porn,40676.0,3567.0,0,0,0,641,6.127604604460849,0.25785568738316283,2021-01-21 00:58:50.501444208
1832,ecom,16763951.0,0.0,10065821,1138074,218838,56809,2.3403872995926265,0.34474635991316477,2024-03-29 04:52:21.316208424
8512,ecom,17690.0,10329.0,8929,318,25,197,3.2173558846980805,0.6318338895905627,2023-01-28 12:32:49.875504928
8576,information_source,5813846.0,945589.0,0,388218,0,2885,1.8506715117567338,0.18986911763008876,2022-12-12 05:35:05.058082784
2626,information_source,1874534.0,0.0,0,7987,0,321,4.901243402948498,0.015729135444559488,2024-06-25 13:14:40.396605075
4524,information_source,638382.0,,0,19626,5348,1837,0.9860569169565637,0.26541889682535924,2018-02-18 16:00:21.227655648
1847,information_source,5883.0,1111.0,0,142,1,1075,0.7855975143682801,0.027552810296027703,2024-07-11 06:40:25.839084256
9433,ecom,,0.0,0,73159,35793,8454,0.12692448386228725,-0.05925300410374732,2024-08-12 19:04:11.851449950
938,porn,191178.0,574.0,0,26836,0,3072,42.04593273098432,0.2666091171677197,2021-02-17 15:51:58.369623968
7783,social,285680.0,67076.0,0,1607,0,1004,7.930057599089012,0.27880223208348454,2021-01-26 01:44:59.375868688
9189,information_source,152725.0,4036.0,0,61,120,0,11.258029302970058,-0.0419359000667858,2024-08-24 06:44:45.444718460
8187,information_source,2194702.0,59485.0,0,116955,19626,4764,2.12349736894832,0.18499520209680578,2021-01-26 05:16:00.421200640
8094,information_source,3975284.0,1611661.0,0,191974,0,973,0.6206295048656162,0.10894000014198836,2024-01-21 16:47:46.338550572
2940,ecom,16262326.0,16262326.0,8418221,0,0,448,8.098951592449415,0.7781734461585993,2023-10-19 02:15:15.678644980
6805,ecom,411035.0,0.0,121597,0,5566,0,1.7475619644988682,0.49710177022828234,2019-06-19 10:00:19.486868640
8890,information_source,1955181.0,39910.0,0,44635,0,241,8.715124298676354,0.09557445853112266,2024-01-28 23:34:15.477045048
4941,social,325985.0,104690.0,0,1913,0,646,44.25291543308575,0.28183342612076856,2021-04-19 10:14:15.979295856
3941,ecom,12348066.0,7851129.0,566051,161781,45880,11172,1.8889265786369107,0.22060122563009268,2024-01-14 15:06:08.841442500
8609,information_source,362862.0,0.0,0,20290,0,524,4.9064908411687655,0.2603027868710344,2020-08-05 19:13:01.223720096
7429,news,15831.0,365.0,0,796,0,0,2.233707160701311,-0.05862431884633738,2024-07-20 16:34:07.430914377
3425,information_source,36537.0,0.0,0,620,318,0,0.30087517205578357,-0.08531783018102919,2024-09-03 02:15:45.204472312
6596,ecom,1031376.0,172874.0,0,68588,0,2186,16.388727921013558,0.3735487089544223,2019-07-19 02:45:49.290093600
6202,information_source,1609211.0,53050.0,0,41208,0,14,-1.0,0.027009100454951508,2024-02-28 17:15:26.199389084
6401,news,1353404.0,0.0,0,58840,0,205,3.3503716971975983,0.022113924697479227,2024-04-02 03:57:25.535397622
2964,information_source,132399.0,7365.0,0,10529,0,NaN,-1.0,0.07592731824166324,2024-01-03 10:26:41.833683008
1445,ecom,3827697.0,0.0,671930,53491,0,950,6.145463605978027,0.18863823384070147,2024-02-11 04:37:04.411902496
6927,ecom,3724483.0,0.0,620874,127777,239198,49821,13.849050208897804,0.28941298894307427,2020-12-19 23:59:09.074849024
4984,social,1079052.0,0.0,0,42095,16434,3098,6.927822044574351,0.06064499503812585,2022-12-29 12:22:47.780424832
366,information_source,1507336.0,405226.0,0,31073,0,0,4.1555377306265235,0.07533630892883705,2024-03-30 16:45:41.992275244
262,information_source,396603.0,72486.0,0,0,0,0,10.400205002317815,0.19606704558071764,2023-06-04 21:51:01.751064008
5834,information_source,2697943.0,703933.0,0,66392,0,300,3.0335938957654394,0.31226880210896113,2021-06-06 12:01:50.914583216
4367,information_source,1180423.0,111573.0,0,44466,17443,3968,22.00364087882502,0.04537259274928273,2024-07-14 21:56:08.965336878
3657,information_source,1183622.0,0.0,0,32133,20162,2409,0.9562920828489935,0.2185277518299478,2021-04-30 01:34:54.630888208
1410,information_source,,0.0,0,37441,32799,8036,8.32439649527063,0.11497077994682156,2022-06-03 03:06:38.212822000
9768,information_source,833053.0,0.0,0,21569,0,327,0.04700905066383144,0.019579576174454775,2024-02-10 02:25:18.267088048
1354,ecom,5064506.0,1126296.0,4193887,142993,133319,28639,1.860792948496911,0.7062566983614892,2023-01-21 17:07:21.029445872
5807,information_source,109761.0,1405.0,0,356,0,0,5.98011856488591,-0.07728314214427034,2024-09-21 10:56:41.080414644
1370,porn,141574.0,51509.0,0,18125,0,1724,12.322400573534638,0.11030741527686093,2024-01-14 05:56:08.338858280
6530,ecom,3390523.0,1376662.0,2408756,93614,8186,1488,3.8678089861447815,0.7757533061787574,2022-09-09 04:32:22.793354912
267,information_source,300791.0,0.0,0,42957,0,1984,10.310462573637505,0.15450717886638698,2023-06-07 21:01:20.380557784
772,information_source,20601.0,93.0,0,9,0,0,1.7993964231477415,-0.12009325424944843,2024-09-27 13:18:48.340705374
1045,information_source,1204757.0,0.0,0,26882,0,1088,2.437339402693688,-0.08273316489621695,2024-07-14 04:39:24.346976784
3376,information_source,319517.0,2815.0,0,1497,0,443,4.388899430304514,-0.09245196762156593,2024-08-29 01:04:19.102421035
335,information_source,91498.0,1967.0,0,2225,0,-,0.15138275832158693,0.14556418687917286,2022-08-16 17:38:08.832240944
9488,information_source,2366544.0,0.0,0,102340,61626,12005,5.232877726869552,0.1744805828927315,2021-06-13 05:52:52.175622704
2765,information_source,764944.0,343619.0,0,68828,0,716,3.5275049366720386,0.29583892559093694,2022-09-19 09:42:09.310126088
7299,ecom,7559813.0,2389902.0,5266887,155766,0,,2.253279915488259,0.6727654022408728,2023-06-03 20:55:13.989580992
1998,ecom,177779.0,97888.0,162130,3044,0,0,1.8228826916198964,0.9047393720940172,2023-06-13 04:09:58.195783360
8201,ecom,12298509.0,7702112.0,9829460,43850,0,1252,1.0900928529505158,0.8246750581150554,2023-09-08 10:31:16.240237136
1153,news,731746.0,9292.0,0,64957,0,-,3.6414558442081475,0.07072982277879665,2024-01-06 03:16:48.159544632
767,news,13029.0,375.0,0,409,0,,3.0424369203558017,0.3048455586491865,2019-06-07 12:32:18.424232512
1723,information_source,2674747.0,591439.0,0,169357,0,1827,2.1874421731981206,0.28264123544546776,2020-05-24 06:26:51.774036160
4489,information_source,846227.0,246640.0,0,49899,31040,5139,7.685608727052342,0.3950750608434136,2015-09-02 02:31:26.479122016
6454,information_source,327242.0,,0,9507,0,471,0.5638943623709501,-0.047667557926131573,2024-07-31 17:53:09.764063761
6319,ecom,525987.0,195558.0,0,704,0,290,7.358025415801159,0.19916999585822726,2023-12-31 10:18:59.432315268
7761,information_source,6810319.0,2784623.0,0,217978,0,1583,0.9627627881774149,0.280900479368147,2022-02-28 14:14:06.641158608
6497,information_source,1855967.0,472379.0,0,23145,0,0,3.9619479959062645,0.15083246194565603,2024-02-15 07:36:48.319237316
5024,ecom,3578578.0,1875874.0,0,13611,34043,6869,0.1979095968216878,0.24398433796623215,2023-10-30 19:27:00.615282164
4365,news,545044.0,0.0,0,60250,0,302,11.943541970788818,0.11649148518260843,2023-01-18 12:15:04.622918024
9400,information_source,3119788.0,0.0,0,95096,15919,3602,2.7570300075160703,-0.017801091301246737,2024-04-22 07:09:30.656948468
9710,information_source,190855.0,0.0,0,4687,0,-,3.2768467778057673,-0.02976366592178991,2024-08-18 16:44:57.215406567
4576,information_source,56616.0,215.0,0,180,130,-,-1.0,-0.06610305244487216,2024-09-15 20:09:30.173892784
1983,ecom,32240891.0,0.0,32240891,452535,0,6215,38.4190921709652,0.8696355052620982,2023-09-11 22:10:57.922625380
2902,ecom,7124048.0,,888849,0,0,0,7.074167078808118,0.47558364562587824,2024-02-09 16:56:45.301330360
964,ecom,11186483.0,5521324.0,0,173493,0,1427,12.919453308595587,0.3430412835647213,2022-01-07 03:39:05.834767536
2002,information_source,1422400.0,252065.0,0,73481,36534,7567,1.184395835389188,0.1626113047967888,2021-10-20 03:14:14.033958528
7428,ecom,278569.0,14022.0,0,205,356,0,14.443470562882815,-0.0360021957988101,2024-09-14 16:14:20.838605265
9655,information_source,572538.0,124024.0,0,29010,0,1513,0.09197185065370338,0.08999464664320764,2023-11-07 23:58:12.876550396
7724,porn,84488.0,0.0,0,0,0,0,2.4470607734263603,0.13313165846128172,2023-03-19 06:45:34.834036088
9733,ecom,3474107.0,0.0,1121867,42119,0,600,3.2048546827906566,0.3954584387509227,2022-03-08 23:26:42.988916896
3320,information_source,521774.0,48751.0,0,4707,0,0,-1.0,0.024026988403207952,2024-08-24 04:40:13.594718831
3946,information_source,234234.0,37762.0,0,10974,4734,-,5.967574824864541,0.07962716306662086,2024-08-01 15:14:13.260298841
5741,ecom,594953.0,53542.0,12997,9545,0,,-1.0,-0.0033354265153102414,2024-06-17 00:46:44.208759206
2601,information_source,246510.0,16771.0,0,1392,0,610,0.0666296400210083,-0.0885074695505301,2024-08-16 18:00:12.779338867
1461,information_source,3522920.0,235860.0,0,213952,107454,,5.704064535296787,0.1268085142239037,2022-10-11 12:28:58.197038912
8653,information_source,1225054.0,298805.0,0,91055,0,554,22.864013340584744,0.18621508186461133,2024-01-02 19:49:13.298843508
8078,social,95455.0,27300.0,0,3367,589,1552,6.247730411578405,0.28029402062717745,2021-09-20 16:05:20.565118048
2992,information_source,2106762.0,247126.0,0,205187,0,24,2.7630897635924203,0.06492924198538545,2023-12-29 00:22:11.946757432
1984,information_source,571763.0,61996.0,0,65218,7635,,6.476488143106801,0.20612103580604216,2021-12-20 12:33:07.660010048
5951,information_source,2325599.0,418605.0,0,100878,110000,21439,0.48828838185592854,0.16871637006150897,2021-12-17 16:47:43.828646032
8018,information_source,1399110.0,0.0,0,37012,0,NaN,2.0896119621194487,0.16389892259120506,2022-09-11 04:07:55.561034200
8477,ecom,269380.0,32464.0,0,17453,0,165,11.685692062432468,0.06358565324837534,2024-03-25 11:53:38.905175028
8643,information_source,44769.0,10017.0,0,3531,0,988,6.682772376761671,0.09975917509230964,2024-02-11 00:21:47.429784132
9376,information_source,435876.0,0.0,0,0,5681,-,0.2800643324051406,0.16679651039956117,2022-07-01 00:41:43.403567568
5103,ecom,12766930.0,794813.0,0,123666,0,2143,0.5275000652782496,0.2592644622066425,2020-01-02 08:19:56.389314080
4942,information_source,343491.0,24896.0,0,13646,6990,2100,1.6156968191081376,-0.03117644083919063,2024-05-16 12:11:42.761068180
2578,ecom,845756.0,0.0,745841,16846,0,0,6.163608328644815,0.8029532914613892,2023-01-29 20:29:40.730989704
2199,information_source,91468.0,5513.0,0,300,1629,2194,2.5456344412778926,-0.05820889696104369,2024-07-27 14:14:00.361205106
4719,ecom,537616.0,298917.0,375349,14037,0,1503,1.3140663108792208,0.6104275810637854,2024-04-02 17:21:24.807777328
8873,ecom,2244245.0,0.0,0,59555,65356,14155,0.8948378927500411,0.13846618727440985,2022-10-31 19:12:17.228283144
7357,information_source,816811.0,318807.0,0,56094,0,205,1.016919778040001,0.12622596857138546,2023-03-21 01:24:20.460253808
3015,information_source,110821.0,350.0,0,80,20,361,10.643352122424858,-0.062252479381272166,2024-09-21 04:04:58.663385889
5731,news,370578.0,25565.0,0,67402,0,0,0.9348903887611943,0.11393720931947054,2023-01-13 14:31:17.021300440
4706,information_source,4876066.0,16590.0,0,276591,0,1682,11.733672496519896,0.19302474105247094,2022-04-30 04:52:58.998609408
2487,news,,187819.0,0,140819,0,498,1.682735736775883,0.07362081962241122,2024-01-05 20:00:30.633694552
9348,information_source,57113.0,,0,2057,0,0,-1.0,-0.03396276133400027,2024-06-18 21:01:14.750290914
8289,ecom,9786095.0,0.0,1267738,144227,20304,5127,7.216726185402763,0.05531040236821492,2024-07-10 09:18:14.543308107
3051,information_source,374402.0,52394.0,0,21220,22551,5063,-1.0,0.0333770266820921,2024-01-30 22:35:01.217724488
3911,news,5956691.0,714773.0,0,603741,1105725,227643,1.2697310582093242,-0.4842338355525325,2021-03-15 03:02:45.543528368
6620,news,5850754.0,410784.0,0,645059,1028906,-,-1.0,-0.5608164439187502,2023-04-16 17:34:42.377990200
5070,information_source,324157.0,0.0,0,23879,0,168,3.7163246262358056,0.1452813604337529,2021-09-13 07:00:19.333908208
3940,information_source,3534828.0,157634.0,0,55828,0,771,1.3201680983827782,0.18003375087757892,2022-03-28 09:52:55.630755536
9775,information_source,919839.0,3969.0,0,15468,0,999,6.28296427064422,-0.03892722782701041,2024-07-07 12:26:25.559131905
7128,ecom,137090.0,0.0,2911,41,0,,9.881675985569373,-0.06057426196355345,2024-09-26 08:46:10.384184731
3426,information_source,204198.0,43750.0,0,7288,231,0,6.3411874055557185,0.14142261577988285,2023-09-27 15:12:49.418348720
5194,porn,20605.0,552.0,0,4021,0,514,11.757145165465646,0.11737206725530101,2023-02-20 00:33:41.654055384
3998,social,391237.0,0.0,0,3857,0,2909,29.44482418183617,-0.12212106275610479,2024-07-26 17:35:24.519791064
8933,information_source,5013673.0,0.0,0,0,524025,103057,7.024459366910224,-0.1079137687977878,2019-06-17 22:40:36.458147328
2388,information_source,1392922.0,161936.0,0,8892,17031,4412,9.255990459756283,0.09320222097140221,2024-01-10 11:55:49.875542084
6404,information_source,526973.0,70194.0,0,14242,0,0,7.0967382907526595,0.23337954264841815,2022-02-27 12:17:47.419809008
1842,information_source,306143.0,51498.0,0,0,0,709,8.858276327359066,0.00044782357038676557,2024-04-07 07:12:20.992756878
9181,ecom,2551166.0,0.0,217118,18489,0,0,16.96876358623135,0.07168311517853655,2024-08-12 06:39:25.400850590
509,information_source,166186.0,0.0,0,17081,0,153,4.775595404322289,0.15096459039822502,2022-07-15 18:09:30.680500216
3654,news,2105043.0,27758.0,0,305062,125318,26723,0.15726467677521713,0.018055847724450343,2022-12-30 17:10:41.045762712
5753,information_source,771290.0,0.0,0,3911,0,172,1.3567049029264722,0.1256523922893335,2022-03-24 19:52:11.001500816
4962,information_source,848157.0,0.0,0,0,0,-,5.021801994564234,0.15576120121227302,2022-11-11 03:48:11.471409736
6858,information_source,5336416.0,2065343.0,0,588351,0,6568,7.669394052949734,0.20618229820817918,2022-12-06 23:54:21.960941344
3021,ecom,2191204.0,0.0,0,15113,0,733,2.8871752631900502,0.3337938706685627,2016-08-27 03:20:46.934730112
5286,ecom,447456.0,8316.0,31736,1984,0,1351,4.867960448002777,-0.016333616650366825,2024-09-13 15:04:35.521750861
7534,news,263115.0,0.0,0,24655,0,796,1.3093986005188611,0.29883282687835794,2018-06-22 04:13:22.410915232
7441,ecom,6769069.0,6769069.0,0,0,0,0,0.26100992748275853,0.5311737967197069,2021-09-13 23:46:42.984073792
5117,news,460482.0,,0,42085,83772,-,0.6853920636843895,-0.06645002442036016,2023-07-09 14:52:23.554057080
5736,information_source,1434121.0,198968.0,0,125434,89846,-,19.058847201325634,0.048422217412224425,2023-12-04 03:43:39.024345360
2996,news,1082456.0,60567.0,0,100651,100245,20080,27.854884947006898,0.11796184913871854,2023-11-22 18:55:04.705811768
6651,information_source,56665.0,18574.0,0,3553,2547,0,0.5514226256341711,0.25995030484500814,2021-11-16 12:42:26.875780736
4245,information_source,1027744.0,360802.0,0,9399,0,0,4.021596589890882,0.30398914322958304,2021-09-22 13:42:59.595885664
9195,ecom,5528105.0,2740542.0,0,126942,27718,7959,18.71712031482438,0.2829223221008799,2023-11-26 12:23:17.457667812
95,ecom,8520552.0,0.0,0,85271,0,94,3.694711899400406,0.29756971133429944,2017-04-19 07:29:09.633416896
8451,ecom,11574991.0,2922936.0,0,0,52952,9412,0.7268711372649327,0.15116183170698463,2023-07-11 01:54:33.608571672
5914,information_source,1068047.0,0.0,0,140213,0,597,4.14407034482565,0.1967522810161806,2021-07-16 04:27:30.732466720
1965,information_source,1527696.0,225391.0,0,40460,0,0,10.523281228247171,0.2551946016831897,2020-08-23 11:14:52.854774800
8979,information_source,2905066.0,208834.0,0,135336,0,579,5.212640951305526,0.11531902589167378,2022-09-06 22:57:08.031225480
7695,information_source,,0.0,0,56623,0,1701,0.5793711139058961,0.07835255334192473,2023-11-09 03:58:37.119216684
1073,ecom,2386105.0,0.0,0,64769,0,675,4.407478169543167,0.11982217773841933,2022-06-28 08:55:33.957576224
611,information_source,3657407.0,0.0,0,441362,176263,39627,0.5671361701897067,-0.11637075062991331,2023-11-12 03:48:53.916659400
9369,ecom,184235.0,0.0,98249,8676,920,0,3.5815443521616532,0.5662751438964772,2021-09-25 14:19:16.543173584
1567,porn,186592.0,18728.0,0,9994,0,1228,7.155942565994733,0.15110932685822792,2022-09-06 16:41:16.770483216
5270,ecom,22542.0,0.0,0,400,304,1501,13.65703300815084,0.13943052478660528,2022-10-10 03:40:59.305125104
6372,news,625091.0,0.0,0,67739,0,0,16.570905589952762,0.27036333000592727,2022-05-21 09:55:20.140512816
725,porn,543227.0,46692.0,0,51394,0,0,9.387174030133844,0.27248560546150813,2022-02-10 06:40:30.611111456
7431,information_source,2847784.0,0.0,0,6462,0,0,2.9402164074317314,0.13390331732705532,2023-02-16 21:15:17.533261216
1557,information_source,644799.0,114422.0,0,59165,16891,-,0.9726938880876754,0.06485602009021167,2023-10-26 11:21:39.470853672
1287,information_source,2247928.0,690181.0,0,106475,68986,,3.657340362897066,0.22412771552742364,2021-07-24 01:04:55.471671024
8360,news,257454.0,7499.0,0,7045,58,0,15.68402112989829,0.06419329500884975,2024-08-03 06:59:31.279070200
2920,information_source,202621.0,0.0,0,5569,2150,1311,2.5000671089831576,-0.09489900415857781,2024-07-16 12:54:49.880312099
4389,information_source,104924.0,11321.0,0,2108,3623,559,0.1543063942871715,-0.05552471664078382,2024-06-16 19:10:06.030551190
2588,news,2160488.0,0.0,0,182298,0,697,3.8330687156515997,0.0921870497049256,2023-06-28 04:56:12.193822632
5019,porn,1038975.0,0.0,0,86427,322467,66501,3.860454984509184,-0.4709516037022577,2022-01-12 10:09:05.682960912
731,ecom,1185348.0,58598.0,0,18903,4287,0,2.221137943507481,0.0861988179521666,2023-12-31 03:54:04.782863452
5691,information_source,1093124.0,142174.0,0,64485,0,187,4.098938296838978,0.12504281389371663,2023-12-11 18:19:58.090763252
8630,ecom,138858.0,0.0,16933,0,0,0,0.20603310166653452,0.03869980431860285,2024-08-12 13:15:16.545594533
4394,ecom,1206488.0,449185.0,442619,41372,15471,3535,19.081788839125043,0.42879362632392026,2024-02-23 13:06:46.143858148
2883,information_source,596386.0,82455.0,0,6093,0,0,1.6510918589350339,-0.015147269585127805,2024-07-25 08:12:21.872586476
4882,information_source,3402894.0,801970.0,0,205696,83485,18824,8.1966797967089,-0.02026589686685,2024-04-08 13:27:46.630911018
5583,information_source,1047193.0,14244.0,0,29761,36090,7590,5.13328419400692,0.2018924054364475,2020-07-17 14:29:30.327030768
4562,ecom,1650147.0,0.0,1000059,69907,0,2922,5.777245085733555,0.604072412383137,2020-08-20 16:17:16.419118336
4705,ecom,9833694.0,3329386.0,191712,258221,281816,58015,1.2839526490250794,0.20687299497129702,2022-06-08 10:30:22.759951936
6904,ecom,4454657.0,3110921.0,3493115,27242,41263,9751,9.251115671707682,0.8973226557303008,2023-01-21 12:35:29.274009272
8679,information_source,581806.0,204079.0,0,0,20253,5143,2.762362543360099,0.4028971349666144,2016-07-23 08:22:07.664793600
3401,ecom,2652542.0,17852.0,1331639,110539,81075,16872,23.70453123964658,0.4040146311930645,2024-01-13 00:50:11.730270568
9784,information_source,1417836.0,0.0,0,174854,158122,33898,1.480532639207279,-0.17814417948312702,2024-02-08 16:06:54.172105172
836,information_source,25609.0,8396.0,0,1581,0,445,24.407518243220018,0.19153893276314615,2024-04-07 15:32:11.995666792
3330,information_source,1131370.0,0.0,0,17631,0,0,2.069871329724504,0.3693774019517828,2014-03-30 12:09:57.793972096
1596,news,1207389.0,111044.0,0,51473,0,889,5.265292102524056,0.033562573513523083,2024-04-06 06:59:17.503483982
8545,information_source,2240545.0,0.0,0,119562,0,1665,1.4124486283539541,0.05352256005770202,2022-12-23 07:31:34.940468840
1728,ecom,28134410.0,14608182.0,6667792,686259,324132,72138,20.129778010547437,0.29944683016929874,2024-05-16 12:31:14.874033724
4203,social,291178.0,0.0,0,3131,930,595,5.921260567186958,0.019866787344772745,2024-04-24 19:58:08.207695576
2942,information_source,3774312.0,0.0,0,27924,0,623,-1.0,0.05268683181130766,2024-02-27 07:46:37.932439132
6110,information_source,1476970.0,601486.0,0,66535,9823,-,0.06149721494634239,0.20492207488027692,2023-08-13 22:17:14.487587776
7371,information_source,582464.0,264123.0,0,20659,0,0,14.132750785332433,0.23333500505915028,2023-07-17 12:02:16.105632984
1859,social,369149.0,65023.0,0,6971,16931,4628,6.189909189894981,0.10094556728044073,2022-10-05 20:07:59.823908944
6077,ecom,15253665.0,0.0,0,404310,107696,26428,0.5107129894419797,0.2234597755674787,2018-03-09 02:21:20.339270848
2512,porn,69887.0,15818.0,0,0,0,0,12.102116681900153,0.1875710875602391,2023-05-07 11:06:38.465121608
9354,information_source,1099723.0,0.0,0,73282,0,0,4.8964888987548925,0.20367956146358518,2022-03-02 06:05:08.176445776
2022,ecom,5043618.0,1876338.0,0,291388,163586,NaN,1.0517395505896894,0.05426274042929276,2023-10-28 23:10:51.231779944
1318,information_source,3342295.0,778100.0,0,361182,20935,7039,4.241508643445396,0.07828533563460928,2023-11-19 23:24:20.136657572
717,information_source,65875.0,3673.0,0,175,0,0,12.740610778938425,0.002166633057036245,2024-08-12 15:38:17.528189895
3699,information_source,847549.0,87547.0,0,27671,0,550,-1.0,0.18672572898039955,2022-12-14 14:04:58.355196176
3397,news,288812.0,6018.0,0,10405,0,280,6.446227101614904,0.1843596588133107,2022-07-25 15:46:42.093664240
6034,news,1280036.0,21332.0,0,106042,77054,-,7.725358123606384,-0.0724117446818981,2024-05-20 13:37:00.436371642
1233,ecom,5821130.0,1353273.0,3704026,64652,0,447,0.840469849216781,0.7572200035377492,2021-01-08 01:07:00.951579344
7410,ecom,288891.0,93256.0,134801,8201,0,0,0.39617353477571043,0.6169531113932617,2019-12-22 12:27:11.404555136
6040,ecom,5662908.0,1266969.0,0,36340,0,NaN,4.536097178079791,0.1524487692670053,2023-06-14 14:04:41.927009560
5684,ecom,5748403.0,2598552.0,4853100,0,0,0,4.589442027922434,0.8667381079724478,2022-01-25 04:34:37.060384736
301,information_source,649099.0,64931.0,0,28279,42485,8260,12.132592715707943,0.007488968304992141,2023-07-26 14:52:58.315102720
1886,porn,124615.0,8359.0,0,31346,22361,5112,4.023035422005844,-0.0017731949403633415,2023-06-22 17:39:10.457279240
7052,social,740890.0,0.0,0,3928,0,0,19.605269658599347,0.23223384437314087,2020-08-28 09:15:37.657291856
9305,ecom,486358.0,0.0,486358,0,6909,-,2.2194695841387886,0.8914916445967529,2021-06-30 13:57:18.999166864
6229,information_source,121980.0,0.0,0,0,0,0,1.5040146186323717,0.17477481098846886,2022-09-08 08:08:20.254617904
5868,social,708303.0,,0,0,0,0,7.319427710587395,0.20801607627332777,2021-05-05 21:55:01.288788576
1928,information_source,4315007.0,878874.0,0,319351,18221,6790,5.157577278530105,0.10781586506072768,2023-12-22 21:53:52.170135852
7629,information_source,1800451.0,181289.0,0,142465,0,1933,0.48459091810961685,0.055999775141700556,2024-02-21 15:20:40.545871776
8363,information_source,335797.0,22763.0,0,0,0,0,2.591631485739321,0.0871106012337756,2023-12-19 04:14:57.477471992
1439,information_source,950090.0,0.0,0,4172,1204,0,0.7000860945723699,-0.026030996697450907,2024-06-21 16:25:49.786561763
4939,information_source,1054191.0,354732.0,0,0,6131,,12.040595146088918,0.21651849949085517,2023-10-05 12:59:07.029478256
63,ecom,,88570.0,253565,102493,0,1124,5.462473900349301,0.2226145997042093,2024-01-22 06:43:20.809849184
6773,ecom,1141962.0,627157.0,0,14443,6169,1357,16.19549101659532,0.22629583538791403,2024-04-16 04:52:44.129414680
6842,ecom,13364435.0,6863666.0,0,197948,23604,6447,-1.0,0.15512483416004233,2024-04-02 14:51:39.743158748
3755,information_source,6529857.0,501849.0,0,417912,0,3784,4.936792579817811,0.20930686117331465,2021-12-03 14:59:16.087876864
5025,news,2095188.0,0.0,0,139508,0,1407,2.2039148934164325,0.15950691733743344,2021-05-09 09:29:13.536686816
8904,information_source,911626.0,272798.0,0,14781,0,2161,7.446209736810453,0.19199118039222246,2023-10-03 06:06:42.867930744
9262,ecom,11361676.0,4460682.0,0,197284,0,3024,0.3468273853512236,0.15309808832267036,2024-03-12 00:19:28.160507846
4951,information_source,3662574.0,53570.0,0,127419,0,700,-1.0,0.31020221992162883,2020-06-21 16:28:08.343991760
7815,information_source,176037.0,0.0,0,437,9458,2828,5.478208461817797,0.05267477711617375,2023-05-14 06:34:32.064149128
3975,information_source,1043636.0,290831.0,0,0,0,0,-1.0,0.26907267294883136,2022-11-26 12:43:25.941510088
5449,news,157711.0,8506.0,0,17878,0,-,12.310250049843514,0.12970602462710906,2024-02-04 08:44:45.538837476
4808,ecom,2302093.0,619139.0,562895,62200,61238,11893,2.2094285870526837,0.3678166078808384,2021-05-11 17:18:48.009067936
3690,ecom,7587796.0,0.0,0,113303,0,-,7.218351784543641,0.03321655546020835,2023-10-12 16:18:56.743184616
9103,information_source,134107.0,0.0,0,948,0,0,1.4963942719312138,-0.07432758537238102,2024-08-09 21:57:08.460964045
7567,news,1013372.0,41603.0,0,109756,37569,9207,4.880843502823255,-0.04606117096926235,2024-05-21 19:12:33.559463936
